66886113979512,0.0026631611,-0.002130529,0.011185277
66886121914083,0.0026631611,-0.002130529,0.011185277
66886129787618,0.0026631611,-0.002130529,0.011185277
66886137722188,0.0026631611,-0.002130529,0.011185277
66886145626241,0.0026631611,-0.002130529,0.011185277
66886153560811,0.0026631611,-0.002130529,0.011185277
66886161434346,0.0026631611,-0.002130529,0.011185277
66886169399434,0.0026631611,-0.002130529,0.011185277
66886177364522,-0.027164243,-0.10013486,-0.08841695
66886185268575,-0.022903185,-0.10013486,-0.090014845
66886193203145,-0.016511599,-0.10918961,-0.09321064
66886201076680,-0.008522116,-0.12144015,-0.096939065
66886208950215,-5.326322E-4,-0.120907515,-0.098004326
66886216915303,0.0053263223,-0.11504856,-0.10439592
66886224849874,0.008522116,-0.103863284,-0.10972224
66886232692891,0.0127831735,-0.10972224,-0.11504856
66886240566426,0.015978966,-0.12463594,-0.12410331
66886248439961,0.018109497,-0.12410331,-0.12623383
66886256313497,0.019707393,-0.12357068,-0.12996227
66886264217549,0.020772656,-0.15978967,-0.14008227
66886272243672,0.022370555,-0.19760656,-0.14434333
66886280117208,0.020772656,-0.221575,-0.15233281
66886288021260,0.022903185,-0.2428803,-0.1555286
66886295986348,0.027164243,-0.25992453,-0.16138756
66886303890401,0.033023197,-0.2647182,-0.16990969
66886311794454,0.04261058,-0.2444782,-0.1784318
66886319667989,0.05219796,-0.23009712,-0.18961707
66886327541524,0.0628506,-0.24873926,-0.20026971
66886335415059,0.07882957,-0.2743056,-0.2066613
66886343319112,0.09853696,-0.30626354,-0.21358553
66886351162129,0.12037488,-0.32437304,-0.21997711
66886359066182,0.14008227,-0.34301516,-0.23169503
66886367000752,0.16298546,-0.34301516,-0.2412824
66886374996358,0.1917476,-0.32170987,-0.2514024
66886382900411,0.21518342,-0.29507825,-0.2625877
66886390834981,0.2412824,-0.32277513,-0.27377295
66886398708516,0.2647182,-0.36112466,-0.2876214
66886406582051,0.29188246,-0.40906155,-0.2908172
66886414516622,0.3153183,-0.4644553,-0.29241508
66886422420674,0.34194988,-0.49801114,-0.29667616
66886430294209,0.38296258,-0.515588,-0.30040458
66886438167745,0.39734364,-0.55127436,-0.30679616
66886446010762,0.4261058,-0.55979645,-0.314253
66886453914815,0.47830373,-0.66525763,-0.314253
66886461818868,0.5363607,-0.7568704,-0.30679616
66886469814473,0.6002765,-0.8357,-0.30200246
66886477688008,0.64182186,-0.8831042,-0.304133
66886485561543,0.6823019,-0.8724516,-0.3190467
66886493496114,0.7302388,-0.82398206,-0.33502567
66886501369649,0.7909589,-0.7526093,-0.34248254
66886509304219,0.86233157,-0.67484504,-0.3520699
66886517208272,0.9321064,-0.63436496,-0.36112466
66886525081807,1.0141318,-0.5997439,-0.36325517
66886532955342,1.1068097,-0.53955644,-0.36485308
66886540859395,1.2080098,-0.45167214,-0.36218992
66886548702413,1.3124058,-0.33768883,-0.36005938
66886556575948,1.4125407,-0.20133498,-0.3616573
66886564541036,1.5238608,-0.056459017,-0.35473305
66886572475606,1.6303873,0.0958738,-0.3334278
66886580379659,1.7267936,0.23116238,-0.30466563
66886588314229,1.7869811,0.26365295,-0.2790993
66886596187764,1.8359833,0.4016047,-0.27377295
66886604091817,1.8663434,0.6178534,-0.25992453
66886612026387,1.865278,0.8788432,-0.22956449
66886619930440,1.7757958,1.0801781,-0.15020229
66886627773458,1.5893745,1.2596753,-0.02876214
66886635708028,1.3912354,1.4817829,0.128897
66886643581563,1.1739215,1.5616777,0.29454562
66886651455098,0.94808537,1.3811153,0.43303
66886659359151,0.72491246,0.96992326,0.5438175
66886667324239,0.4660532,0.36112466,0.6423545
66886675228292,0.20026971,-0.24767399,0.737163
66886683101827,-0.0063915867,-0.79735047,0.8341021
66886691036397,-0.18482338,-1.2713932,0.912399
66886698940450,-0.37017938,-1.609082,0.96299905
66886706905538,-0.5294364,-1.778459,1.009338
66886714779073,-0.6306366,-1.8157432,1.0498182
66886722744161,-0.74675035,-1.7539579,1.0977551
66886730617696,-0.8527442,-1.6048208,1.1302456
66886738521749,-0.9337043,-1.417867,1.1467572
66886746456319,-0.9896307,-1.2128036,1.1574098
66886754329854,-1.0258497,-1.0365024,1.1680624
66886762294942,-1.0530139,-0.9038769,1.1680624
66886770229512,-1.0594054,-0.77870834,1.1632688
66886778133565,-1.0540792,-0.62903863,1.1536814
66886786098653,-0.9422264,-0.083090626,1.045557
66886793972188,-0.2790993,1.0301107,0.49002165
66886801815206,-1.005077,-1.3864417,0.3882889
66886809719258,-0.7462177,-0.8772453,0.55553544
66886817623311,-0.28815404,-0.69668293,0.7483483
66886825435811,-0.32863408,-0.006924219,0.7771104
66886833339864,-0.3057309,0.6849651,0.69295454
66886841213399,-0.056991648,0.9012137,0.44315
66886849147969,0.0958738,1.171791,0.17949706
66886857082540,0.28975195,1.478587,0.02130529
66886865108663,0.51505536,1.7640779,-0.16138756
66886872982198,0.716923,2.0415792,-0.37763625
66886880855733,0.9076053,2.1976407,-0.598146
66886888790303,1.1009508,2.3755398,-0.84635264
66886896755391,1.2799152,2.7521107,-1.1510183
66886904598409,1.3379722,3.1473238,-1.3731259
66886912471944,1.2010857,3.3598442,-1.4429007
66886920345479,0.92784536,3.2565134,-1.3299826
66886928219014,0.63383234,2.886334,-1.0562097
66886936123067,0.48735848,2.4985778,-0.67058396
66886944057637,0.7339672,2.4261398,-0.34993938
66886951931172,1.0982877,2.4639566,-0.17896444
66886959957295,1.3124058,2.4889903,-0.16831179
66886967891866,1.2884374,2.1747375,-0.37230992
66886975795918,1.1382351,1.4439659,-0.48149952
66886983669454,1.0844392,0.5470133,-0.36751625
66886991542989,1.1158645,-0.02609898,-0.21198763
66886999416524,1.1275824,-0.545948,-0.034621093
66887007290059,1.0562097,-0.9528791,0.036218993
66887015194112,1.0013486,-1.2719258,0.06870956
66887023037129,0.958738,-1.3038837,0.0958738
66887030910665,0.8926916,-0.96406436,0.06657903
66887038753682,0.8159926,-0.44794372,0.0015978967
66887046779805,0.7499462,0.09427591,-0.053795855
66887054683858,0.6897587,0.5273059,-0.09054748
66887062648946,0.65673554,0.7637946,-0.113983296
66887070522481,0.6423545,0.777643,-0.12197278
66887078426534,0.62264705,0.64768076,-0.11930962
66887086361104,0.6045376,0.4495416,-0.12463594
66887094265157,0.5763081,0.24021713,-0.1272991
66887102108174,0.54435015,0.08042747,-0.13369069
66887110042745,0.515588,-0.02876214,-0.13795175
66887117916280,0.4910869,-0.12410331,-0.14966966
66887125850850,0.4676511,-0.1917476,-0.165116
66887133754903,0.43196473,-0.1933455,-0.18322548
