156602214885301,0.0325,-0.0367,0.0138,0.0325,-0.0367,0.0138
156602224608738,0.0358,-0.0369,0.0155,0.0358,-0.0369,0.0155
156602234271759,0.0354,-0.0368,0.0158,0.0354,-0.0368,0.0158
156602244294155,0.078099996,-0.0077,0.0174,0.078099996,-0.0077,0.0174
156602254250405,0.2531,0.0435,0.0014,0.2531,0.0435,0.0014
156602264653530,0.20799999,-0.0646,-0.055999998,0.20799999,-0.0646,-0.055999998
156602274306134,0.1933,-0.092199996,-0.03,0.1933,-0.092199996,-0.03
156602284291030,0.19749999,-0.063099995,0.03,0.19749999,-0.063099995,0.03
156602294270718,0.1127,-0.1313,0.076799996,0.1127,-0.1313,0.076799996
156602304308218,0.1365,-0.111999996,0.078099996,0.1365,-0.111999996,0.078099996
156602314276447,0.21229999,-0.051799998,0.0495,0.21229999,-0.051799998,0.0495
156602324295718,0.23609999,-0.062,0.0115,0.23609999,-0.062,0.0115
156602334285301,0.2333,-0.021499999,0.060999997,0.2333,-0.021499999,0.060999997
156602344287905,0.2375,0.027099999,0.0622,0.2375,0.027099999,0.0622
156602354685301,0.21679999,-0.059899997,0.0442,0.21679999,-0.059899997,0.0442
156602365077488,0.122999996,-0.070099995,-0.0231,0.122999996,-0.070099995,-0.0231
156602374988947,0.073,-0.0502,0.0081,0.073,-0.0502,0.0081
156602385331655,0.057499997,-0.0212,0.019299999,0.057499997,-0.0212,0.019299999
156602395006655,0.048699997,-0.0212,0.0201,0.048699997,-0.0212,0.0201
156602405029572,0.072399996,0.0176,0.021499999,0.072399996,0.0176,0.021499999
156602415073322,0.091,0.0274,0.0691,0.091,0.0274,0.0691
156602425297801,0.0559,-0.0121,0.021399999,0.0559,-0.0121,0.021399999
156602434991030,0.038,-0.0023,-0.033999998,0.038,-0.0023,-0.033999998
156602445036863,-0.036199998,0.0365,-0.022799999,-0.036199998,0.0365,-0.022799999
156602454951968,-0.021,0.046,-0.0488,-0.021,0.046,-0.0488
156602465028009,0.1399,0.0554,0.011299999,0.1399,0.0554,0.011299999
156602475005613,0.1457,0.0069,0.0223,0.1457,0.0069,0.0223
156602485025405,0.23799999,-0.111099996,0.0041,0.23799999,-0.111099996,0.0041
156602494988426,0.2935,-0.15869999,0.054199997,0.2935,-0.15869999,0.054199997
156602505428530,0.28779998,-0.119799994,-0.022799999,0.28779998,-0.119799994,-0.022799999
156602515067592,0.13149999,0.038,-0.011899999,0.13149999,0.038,-0.011899999
156602525084259,0.2182,-0.069699995,0.16399999,0.2182,-0.069699995,0.16399999
156602535085822,0.35169998,-0.30269998,0.0743,0.35169998,-0.30269998,0.0743
156602545117592,0.162,-0.1454,-0.0629,0.162,-0.1454,-0.0629
156602555073842,0.0875,0.0122,-0.0596,0.0875,0.0122,-0.0596
156602565251447,0.156,0.0514,-0.060099997,0.156,0.0514,-0.060099997
156602575236863,0.0252,-0.203,-0.0197,0.0252,-0.203,-0.0197
156602585275926,-0.0144,-0.1344,-0.089099996,-0.0144,-0.1344,-0.089099996
156602595249884,0.2568,0.0437,-0.1136,0.2568,0.0437,-0.1136
156602605264467,0.029099999,0.1407,-0.65489995,0.029099999,0.1407,-0.65489995
156602615235822,-0.29999998,0.0903,-0.7247,-0.29999998,0.0903,-0.7247
156602625874884,-0.7057,-0.077,-1.0876,-0.7057,-0.077,-1.0876
156602635243634,-0.76049995,0.1134,-0.9575,-0.76049995,0.1134,-0.9575
156602645275926,-0.85859996,0.45369998,-1.2609,-0.85859996,0.45369998,-1.2609
156602655240509,-0.5611,0.33969998,-1.1244999,-0.5611,0.33969998,-1.1244999
156602665250405,-0.4542,0.076,-1.3652999,-0.4542,0.076,-1.3652999
156602675247801,-0.3401,-0.1256,-1.2127,-0.3401,-0.1256,-1.2127
156602685295717,-0.5904,-0.043899998,-1.4416,-0.5904,-0.043899998,-1.4416
156602695234780,-0.67539996,0.023899999,-1.3068,-0.67539996,0.023899999,-1.3068
156602705243634,-0.72389996,0.2427,-1.6725999,-0.72389996,0.2427,-1.6725999
