22697282517826,-0.0043414235,0.061969757,-0.0012805015,-0.0043414235,0.061969757,-0.0012805015
22697290452396,7.8344345E-4,-0.011637688,1.0897964E-4,7.8344345E-4,-0.011637688,1.0897964E-4
22697298386967,0.0035372674,-0.07179642,3.724508E-4,0.0035372674,-0.07179642,3.724508E-4
22697306291019,3.604293E-4,-0.01326561,2.722144E-4,3.604293E-4,-0.01326561,2.722144E-4
22697314195072,0.0010413826,-0.023581505,5.059242E-4,0.0010413826,-0.023581505,5.059242E-4
22697322129642,0.0017246604,-0.024144173,4.0760636E-4,0.0017246604,-0.024144173,4.0760636E-4
22697330003177,0.0012962222,-0.017234802,2.8829277E-4,0.0012962222,-0.017234802,2.8829277E-4
22697337937748,0.0012857914,-0.018836021,2.5336444E-4,0.0012857914,-0.018836021,2.5336444E-4
22697345872318,0.0012409687,-0.017362595,2.900958E-4,0.0012409687,-0.017362595,2.900958E-4
22697353837406,4.2951107E-4,-0.005601883,1.6379356E-4,4.2951107E-4,-0.005601883,1.6379356E-4
22697361741459,0.0027168393,-0.03775215,7.215589E-4,0.0027168393,-0.03775215,7.215589E-4
22697369645511,0.0016507506,-0.021615028,2.7742982E-4,0.0016507506,-0.021615028,2.7742982E-4
22697377549564,0.0010206103,-0.0122413635,1.7218292E-4,0.0010206103,-0.0122413635,1.7218292E-4
22697385484134,-0.0013422966,0.01718998,-2.796948E-4,-0.0013422966,0.01718998,-2.796948E-4
22697393388187,-0.0016555786,0.021679878,-5.0619245E-4,-0.0016555786,0.021679878,-5.0619245E-4
22697401322758,3.400445E-4,-0.004404068,8.59648E-5,3.400445E-4,-0.004404068,8.59648E-5
22697409226810,0.0018557906,-0.025997162,6.3097477E-4,0.0018557906,-0.025997162,6.3097477E-4
22697417130863,0.0015627146,-0.020724297,5.944073E-4,0.0015627146,-0.020724297,5.944073E-4
22697425065433,0.0011618733,-0.016908646,4.439354E-4,0.0011618733,-0.016908646,4.439354E-4
22697433000004,4.8029423E-4,-0.00737381,2.4485588E-4,4.8029423E-4,-0.00737381,2.4485588E-4
22697440934574,5.059242E-4,-0.00765419,3.6126375E-4,5.059242E-4,-0.00765419,3.6126375E-4
22697448838627,-5.888939E-5,3.8146973E-6,6.9350004E-5,-5.888939E-5,3.8146973E-6,6.9350004E-5
22697456742679,0.0014078021,-0.019758224,5.1379204E-4,0.0014078021,-0.019758224,5.1379204E-4
22697464677250,0.0021071434,-0.029896736,7.776618E-4,0.0021071434,-0.029896736,7.776618E-4
22697472581302,0.0011909604,-0.01690197,4.775524E-4,0.0011909604,-0.01690197,4.775524E-4
22697480485355,8.1938505E-4,-0.012012482,4.3737888E-4,8.1938505E-4,-0.012012482,4.3737888E-4
22697488389408,-1.578927E-4,0.0020723343,-1.1634827E-4,-1.578927E-4,0.0020723343,-1.1634827E-4
22697496293461,1.0544062E-4,-0.0016422272,1.898408E-5,1.0544062E-4,-0.0016422272,1.898408E-5
22697504228031,-6.9344044E-4,0.012259483,-5.7704747E-5,-6.9344044E-4,0.012259483,-5.7704747E-5
22697512132084,0.0010063648,-0.016474724,2.7300417E-4,0.0010063648,-0.016474724,2.7300417E-4
22697520036136,9.781122E-4,-0.017219543,3.9443374E-4,9.781122E-4,-0.017219543,3.9443374E-4
22697527940189,9.54628E-4,-0.018669128,2.5330484E-4,9.54628E-4,-0.018669128,2.5330484E-4
22697535844242,7.277131E-4,-0.011470795,2.542287E-4,7.277131E-4,-0.011470795,2.542287E-4
22697543717777,1.6820431E-4,-0.0020112991,1.5175343E-4,1.6820431E-4,-0.0020112991,1.5175343E-4
22697551652347,0.0016504526,-0.020428658,5.544722E-4,0.0016504526,-0.020428658,5.544722E-4
22697559556400,0.0025539994,-0.03553772,6.5363944E-4,0.0025539994,-0.03553772,6.5363944E-4
22697567460453,0.0031283498,-0.042497635,5.007088E-4,0.0031283498,-0.042497635,5.007088E-4
22697575395023,0.003773868,-0.055366516,6.909743E-4,0.003773868,-0.055366516,6.909743E-4
