26889660025374,-0.007230401,0.059473038,-0.008876085,-0.007230401,0.059473038,-0.008876085
26889667898910,-0.0068035126,0.073949814,-0.008833408,-0.0068035126,0.073949814,-0.008833408
26889675863997,-5.51939E-4,0.010615349,-0.0010922551,-5.51939E-4,0.010615349,-0.0010922551
26889683737533,0.0026229322,-0.0837698,0.008924961,0.0026229322,-0.0837698,0.008924961
26889691611068,0.0072645545,-0.11550903,0.015168548,0.0072645545,-0.11550903,0.015168548
26889699576156,-9.4878674E-4,0.0094537735,-0.0014377832,-9.4878674E-4,0.0094537735,-0.0014377832
26889707449691,-0.0125563145,0.10198784,-0.017364025,-0.0125563145,0.10198784,-0.017364025
26889715353744,-0.01757741,0.12784958,-0.021523833,-0.01757741,0.12784958,-0.021523833
26889723318831,-0.012236118,0.09722996,-0.013398886,-0.012236118,0.09722996,-0.013398886
26889731192367,2.990961E-4,-0.0029478073,3.44038E-4,2.990961E-4,-0.0029478073,3.44038E-4
26889739096419,-4.3088198E-4,0.00554657,-6.9224834E-4,-4.3088198E-4,0.00554657,-6.9224834E-4
26889747061507,-0.0039703846,0.062916756,-0.008199453,-0.0039703846,0.062916756,-0.008199453
26889754935042,-0.0023079216,0.054754257,-0.0068101883,-0.0023079216,0.054754257,-0.0068101883
26889762900130,3.9425492E-4,-0.011446953,0.0015152693,3.9425492E-4,-0.011446953,0.0015152693
26889770773665,0.0021359622,-0.056183815,0.007459283,0.0021359622,-0.056183815,0.007459283
26889778647201,0.007472813,-0.13861084,0.018060088,0.007472813,-0.13861084,0.018060088
26889786551253,0.0073931813,-0.103975296,0.013384223,0.0073931813,-0.103975296,0.013384223
26889794516341,0.006089866,-0.076420784,0.008197546,0.006089866,-0.076420784,0.008197546
26889802389876,0.0060029626,-0.08602524,0.00690639,0.0060029626,-0.08602524,0.00690639
26889810293929,0.01132679,-0.16999054,0.011283755,0.01132679,-0.16999054,0.011283755
26889818228499,0.011479378,-0.16245556,0.012497723,0.011479378,-0.16245556,0.012497723
26889826102035,5.1677227E-5,-7.2956085E-4,6.711483E-5,5.1677227E-5,-7.2956085E-4,6.711483E-5
26889834036605,-0.00814718,0.10474682,-0.014873743,-0.00814718,0.10474682,-0.014873743
26889841940658,-0.011095285,0.11162472,-0.017285466,-0.011095285,0.11162472,-0.017285466
26889849814193,-0.012990475,0.10623741,-0.018918037,-0.012990475,0.10623741,-0.018918037
